id,title,publication_date,abstract,MeSH,Year,Original_Keywords,Mapped_Terms,Scores
27337809,The War against Women in Psychoanalytic Culture: Introduction to the Section.,2015-01-01,"The phrase ""the war against women"" refers to the overt an a stealth global prejudice against women that aims to subjugate them. Freud was not immune to this prejudice, as can be seen in those late-nineteenth-century Victorian views about sexuality that helped to shape his conceptualizations of gender. Despite the fact that many of these antediluvian views have been overturned, some continue to live on in the contemporary psychoanalytic scene. This introduction provides an overview of the contributions in this section, which explore how the war quietly or openly insinuates its way into our psychoanalytic culture. The offerings will undoubtedly appeal to the readership, whether one's interest concerning the war leans toward considering a contemporary recontextualization of foundational tenets within the psychoanalytic setting, which directly affect women; how it appears within the domain of the consulting room; third-wave feminism's reach into theory and practice; or forms of institutional and organizational prejudice on the local and national levels, including the field of child analysis.",Hostility|Humans|Psychoanalysis|Sexism|Women,2016,"War against women
Psychoanalytic culture
Freud
Victorian views
Gender conceptualizations
Antediluvian views
Contemporary psychoanalysis
Institutional prejudice
Consulting room
Third-wave feminism
Child analysis
Organizational bias","War Crimes
Psychoanalytic Theory
Dust
Victoria
Gender Identity
Anguilla
Psychoanalysis
Religion and Psychology
Consultants
Feminism
Food Analysis
Organizational Objectives","0.7447
0.8336
0.6507
0.8503
0.6329
0.5628
0.7236
0.6397
0.7245
0.6188
0.8291
0.5707"
27066616,An Introduction to Scientific Masculinities.,2015-01-01,"This volume seeks to integrate gender analysis into the global history of science and medicine from the late Middle Ages to the present by focusing on masculinity, the part of the gender equation that has received the least attention from scholars. The premise of the volume is that social constructions of masculinity function simultaneously as foils for femininity and as methods of differentiating between ""kinds"" of men. In exploring scientific masculinities without taking the dominance of men and masculinity in the sciences for granted, we ask, What is masculinity and how does it operate in science? Our answers remind us that gender is at once an analytical category and a historical object. The essays are divided into three sections that in turn emphasize the importance of gender to the professionalization of scientific, technological, and medical practices, the spaces in which such labor is performed, and the ways that sex, gender, and sexual orientation are measured and serve as metaphors in society and culture.","History of Medicine|History, 15th Century|History, 16th Century|History, 17th Century|History, 18th Century|History, 19th Century|History, 20th Century|History, 21st Century|History, Medieval|Humans|Male|Masculinity|Men|Science|Technology",2016,"Gender analysis
Scientific masculinities
Global history of science and medicine
Late Middle Ages to present
Social constructions of masculinity
Differentiation between men
Dominance of men in sciences
Masculinity in science
Gender as analytical category
Historical object
Professionalization of scientific practices
Technological and medical practices
Spaces of labor
Sex, gender, sexual orientation
Metaphors in society and culture","Sex Determination Analysis
Masculinity
Biological Science Disciplines
Middle Aged
Masculinity
Men
Societies, Scientific
Masculinity
Gender Identity
Human Body
Professional Practice
Diagnostic Techniques, Surgical
Trial of Labor
Sexism
Anthropology, Cultural","0.7500
0.6426
0.6320
0.6930
0.6434
0.7005
0.5918
0.7852
0.6303
0.6001
0.6734
0.6339
0.7398
0.7789
0.6264"
"26967488
26404266
0
24600464
26287170
26370968
25561236
25526567
25915023
26053400","Regulation of Plant Mineral Nutrition: Transport, Sensing and Signaling.",2015-01-01,Limitation in crop yield productivity significantly contributes to the pressing problem of food security and malnutrition worldwide. [...].,Biological Transport|Carbon|Nitrogen|Plants|Signal Transduction|Trace Elements,2016,"Crop yield
Food security
Malnutrition
Plant mineral nutrition
Transport
Sensing
Signaling
Nutrient uptake
Regulation
Agricultural productivity","Crop Production
Health Equity
Malnutrition
Parenteral Nutrition
Transportation
Biosensing Techniques
Letter
Nutrition Policy
Up-Regulation
Agriculture","0.8392
0.6240
1.0000
0.6347
0.7443
0.6685
0.6557
0.6193
0.7456
0.6751"
25546594,Mindfulness and compassion in human development: introduction to the special section.,2014-12-30,"Research on contemplative practices (e.g., mindfulness or compassion training) is growing rapidly in the clinical, health and neuro-sciences, but almost none of this research takes an explicitly developmental life span perspective. At present, we know rather little about the naturalistic development of mindfulness or compassion in children and adolescents, or the processes by which parents can socialize these positive qualities in their offspring. Thus, the goal of this special section is to showcase empirical research articles that redress this absence of a developmental focus in contemplative science by focusing on issues of construct conceptualization and measurement, socialization practices in families, and the role that interventions can play in fostering mindfulness and compassion in children, adolescents, and care-givers alike.",Adolescent|Child|Concept Formation|Empathy|Human Development|Humans|Mindfulness|Self Concept|Socialization,2015,"Mindfulness
Compassion
Human development
Contemplative practices
Life span perspective
Developmental focus
Construct conceptualization
Measurement
Socialization practices
Families
Interventions
Care-givers","Mindfulness
Pars Compacta
Human Development
Group Practice
Life Expectancy
Child Development
Personal Construct Theory
Cell Size
Socialization
Family Health
Inventions
Caregivers","1.0000
0.6368
0.9115
0.6192
0.6206
0.6686
0.7606
0.6867
0.8415
0.7644
0.9193
0.9495"
"25532581
25248655
25370205
25412676
25337840
25432501
25219908
25532580",Cardiovascular disease and male sexual dysfunction.,2014-12-24,"Erectile dysfunction (ED) is a form of sexual dysfunction that is estimated to affect > 30% of men between the ages of 40 and 70. As a result of an improved understanding about the pathophysiology of ED and improved treatment options, an increasing number of men are presenting for evaluation than several decades ago. In fact, many of these men are visiting their health care professional for the first time with ED as their primary complaint. Most of these men are unaware of the link between ED and cardiovascular disease (CVD).","Cardiovascular Diseases|Erectile Dysfunction|Humans|Impotence, Vasculogenic|Life Style|Male|Prevalence|Risk Factors|Stents|Testosterone",2016,"Cardiovascular disease
Male sexual dysfunction
Erectile dysfunction
Pathophysiology
Treatment options
Health care professionals
Primary complaint
Link between ED and CVD","Cardiovascular Diseases
Sexual Dysfunctions, Psychological
Erectile Dysfunction
Pathologic Processes
Treatment Failure
Physicians
Compliance
Cardiovascular Diseases","0.8491
0.7045
0.8901
0.7764
0.8294
0.7164
0.6482
0.5382"
25528975,Twenty years after International Conference on Population and Development: where are we with adolescent sexual and reproductive health and rights?,2014-12-23,"The International Conference on Population and Development in Cairo in 1994 laid out a bold, clear, and comprehensive definition of reproductive health and called for nations to meet the educational and service needs of adolescents to enable them to deal in a positive and responsible way with their sexuality. In the context of the ongoing review of the International Conference on Population and Development Programme of Action and the considerations for a post-2015 development agenda, this article summarizes the findings of the articles presented in this volume and identifies key challenges and critical answers that need to be tackled in addressing adolescent sexual and reproductive health and rights. The key recommendations are to link the provision of sexuality education and sexual and reproductive health (SRH) services; build awareness, acceptance, and support for youth-friendly SRH education and services; address gender inequality in terms of beliefs, attitudes, and norms; and target the early adolescent period (10-14 years). The many knowledge gaps, however, point to the pressing need for further research on how to best design effective adolescent SRH intervention packages and how best to deliver them.","Abortion, Induced|Adolescent|Adolescent Health Services|Circumcision, Female|Female|Global Health|HIV Infections|Humans|Male|Maternal Mortality|Pregnancy|Pregnancy in Adolescence|Reproductive Health|Reproductive Rights|Sex Education|Sex Offenses|Young Adult",2015,"Adolescent sexual and reproductive health
International Conference on Population and Development
Reproductive health education
Sexual and reproductive health services
Youth-friendly services
Gender inequality
Knowledge gaps
Post-2015 development agenda
Adolescent SRH intervention packages
Early adolescence
Reproductive rights
Sexuality education
Service needs of adolescents
Positive and responsible sexual behavior
Comprehensive definition of reproductive health","Adolescent Health Services
Organisation for Economic Co-Operation and Development
Reproductive Health Services
Sex Counseling
Healthy People Programs
Gender Identity
Knowledge
Economic Development
School Health Services
Adolescent
Reproductive Rights
Sexuality
School Health Services
Safe Sex
Reproductive Health Services","0.7002
0.5951
0.7147
0.6737
0.6196
0.6054
0.7654
0.5585
0.5880
0.7530
0.9237
0.8584
0.6379
0.7314
0.5829"
25527721,The comet assay: a heavenly method!,2014-12-21,"The contributions to this special issue of Mutagenesis have been selected to cover the main research areas served by the comet assay, namely genotoxicology, environmental toxicology, human biomonitoring and fundamental investigations into mechanisms of DNA damage and repair. Innovative methods are described, technical issues are explored, and guidelines are given for venturing into relatively new or unexploited areas of research. The popularity of the comet assay in a historical context is illustrated by a bibliometric survey.","Comet Assay|Ecotoxicology|History, 20th Century|History, 21st Century",2015,"Comet assay
Genotoxicology
Environmental toxicology
Human biomonitoring
DNA damage
DNA repair
Innovative methods
Technical issues
Guidelines
Historical context","Comet Assay
Ecotoxicology
Environmental Exposure
Monitoring, Immunologic
DNA Repair
DNA Repair
Methods
Equipment Safety
Evaluation Studies
History, 19th Century","0.9549
0.6234
0.6606
0.4921
0.8231
0.8536
0.5707
0.6971
0.6803
0.6408"
25513950,Toward understanding and treating violence in America: some contributions from group dynamic and group therapy perspectives: introduction to part I.,2014-12-17,"The co-editors introduce a two-part Special Section of the Journal devoted to understanding and treating violence in America. They examine the relevance of clinical experience for contributions that can be made by group therapists and group dynamic thinkers to the growing national dialogue about this problem. The pervasive nature, causes, and different forms of violence in the United States are compared with those found in other countries. Underlying sociocultural values and myths, historical and current cultural contexts are considered breeding grounds for potential violence. How therapists can promote healthy change in their groups and in the broader society is explored. The articles contained in part one are reviewed against this backdrop.","Firearms|Group Processes|Homicide|Humans|Psychotherapy, Group|United States|Violence",2016,"Violence
Group dynamic
Group therapy
America
Contributions
Understanding
Treating
Clinical experience
National dialogue
Pervasive nature
Causes
Different forms
Sociocultural values
Myths
Historical context","Violence
Hydrodynamics
General Practice
Chicago
Manuscripts
Social Theory
Raw Foods
Program Development
Interview
Persuasive Communication
Causality
Formates
Societies
Mythology
History, 19th Century","1.0000
0.6667
0.8801
0.9740
0.7664
0.6449
0.6265
0.7132
0.6678
0.6648
0.6482
0.5724
0.7603
0.6753
0.6408"
"25471238
934222
2871345
2570282
1678063
8096277
7193511
2874632
2196419
8549462
1987535
7838612
9216005
2294437
11181995
19711246
16651376
15591538
15141095
15809267
17286603
17046196
17670942
16690801
17706921
21899826
17971158
22372658
17998808
21636974
18226056
21035539
22956631
22715989
12460653
8569015
1710765
16002379
2040247
8860323
10581107
21864838
8757236
9679113
8472672
1596101
9392777
15220074
12088226
10720731
17431478
1909817
17389367
18042343
20927350
20074974
15933200
22853936
21032677
19015723
21055462
22707478
21980460
21029734",Evolution of DOHaD: the impact of environmental health sciences.,2014-12-05,"Environmental exposures have a significant influence on the chronic health conditions plaguing children and adults. Although the Developmental Origins of Health and Disease (DOHaD) paradigm historically has focused on nutrition, an expanding body of research specifically communicates the effects of chemical exposures on early-life development and the propagation of non-communicable disease across the lifespan. This paper provides an overview of 20 years of research efforts aimed at identifying critical windows of susceptibility to environmental exposures and the signaling changes and epigenetic influences associated with disease progression. DOHaD grants funded by the National Institute of Environmental Health Sciences (NIEHS) in 1991, 2001 and 2011 are identified by grant-analysis software, and each portfolio is analyzed for exposures, disease endpoints, windows of exposure, study design and impact on the field based on publication data. Results show that the 1991 and 2001 portfolios comprised metals, PCBs and air pollutants; however, by 2011, the portfolio has evolved to include or expand the variety of endocrine disruptors, pesticides/persistent organic pollutants and metals. An assortment of brain-health endpoints is most targeted across the portfolios, whereas reproduction and cancer increase steadily over the same time period, and new endpoints like obesity are introduced by 2011. With mounting evidence connecting early-life exposures to later-life disease, we conclude that it is critical to expand the original DOHaD concept to include environmental chemical exposures, and to continue a research agenda that emphasizes defining sensitive windows of exposure and the mechanisms that cause disease.","Animals|Epigenesis, Genetic|Humans|Premature Birth",2016,"Environmental health sciences
Developmental Origins of Health and Disease (DOHaD)
Chemical exposures
Early-life development
Non-communicable diseases
Critical windows of susceptibility
Signaling changes
Epigenetic influences
Grant analysis
Publication data
Endocrine disruptors
Pesticides/persistent organic pollutants
Brain health endpoints
Reproduction
Cancer","Environmental Health
Bone Diseases, Developmental
Occupational Exposure
Adolescent Development
Communicable Diseases, Emerging
Countercurrent Distribution
Mental Healing
Epigenesis, Genetic
Regression Analysis
Publication Formats
Endocrine Disruptors
Pesticides
Brain
Reproduction
Acer","0.7728
0.5537
0.7279
0.7813
0.7448
0.4607
0.5927
0.6636
0.6057
0.7811
0.8257
0.6748
0.6535
1.0000
0.7297"
"25470434
17674111",Introduction to the special issue: message design in health communication research.,2014-12-04,"Message design is one of the most complex and vibrant research areas in the communication discipline. Based on the preconference of the 2014 Kentucky Conference on Health Communication, this special issue of Health Communication is focused on a broad range of message design concerns. It features 10 original articles addressing topics ranging from fundamental questions related to theory and method to questions of message adaptation for translation and dissemination. Together, these articles reflect the rich variety of health behaviors addressed by health communication researchers and the breadth and depth of theoretical, methodological, and practical approaches to be considered in message design research.",Health Communication|Health Services Research|Humans,2016,"Health communication
Message design
Research area
Communication discipline
Kentucky Conference on Health Communication
Special issue
Health behaviors
Theoretical approaches
Methodological approaches
Practical approaches","Program Development
Science
Support of Research
Communication
Health Communication
Patient Rights
Health Behavior
Social Theory
Social Theory
Interdisciplinary Studies","0.9251
0.7028
0.7807
0.6578
0.6387
0.6630
0.7475
0.7410
0.6108
0.5927"
"25463271
23530243
23343770
24979777
25268651
25172387
25179911
25281838
23262437
25264175
25446182
21685886
21685888
25451167
25450609
23306007
23538132
23672826
22902321
25300865
25444712
25305175
25086292
25451168
24995939
25252175
22902320
25066694
25268650
25109264
25128087",Solving mitochondrial mysteries.,2014-12-03,"This is an exciting time in mitochondrial biology. The mitochondrion is finally beginning to reveal some of its long held secrets. The scientific community has started to identify at the molecular level some of the key channels and transporters that have been well studied biochemically, but which have escaped molecular identification. This special issue provides state-of-the art reviews and original articles on the mitochondrial permeability transition pore (mPTP), regulation of mitochondrial calcium homeostasis and regulation of mitochondrial dynamics.",Humans|Mitochondria,2015,"Mitochondrial biology
Molecular identification
Channels and transporters
Mitochondrial permeability transition pore (mPTP)
Calcium homeostasis
Mitochondrial dynamics","Mitochondrial Dynamics
Animal Identification Systems
ATP-Binding Cassette Transporters
Membrane Potential, Mitochondrial
Calcium Signaling
Mitochondrial Dynamics","0.7607
0.8192
0.6523
0.6293
0.7546
0.9423"
25463048,Forefronts in portion size. An overview and synthesis of a roundtable discussion.,2014-12-03,"Establishing eating habits in early life that include appropriate portion sizes of foods which are nutrient dense and low in energy density is considered important in the prevention of obesity in children. This special supplement presents the proceedings of a symposium focusing on advances in scientific understanding of the development of healthy food portion sizes in children and their families. Recent basic research highlights individual differences in children's responsiveness to portion size as well as potential mechanisms of portion size effects. Quantitative approaches highlight the influence of maternal serving in determining intake, while qualitative approaches seek to elaborate caregiver decisions around child portion sizes at meals and snacks. Family-based environmental interventions for child weight control involving food portion size are outlined. An overview of the overarching issues and roundtable discussion on the forefronts of portion size research are presented as well as policy considerations to promote healthy portion control.",Congresses as Topic|Humans|Pediatric Obesity|Portion Size,2015,"Portion size
Eating habits
Nutrient density
Energy density
Obesity prevention
Children
Symposium
Scientific understanding
Individual differences
Caregiver decisions
Family-based interventions
Weight control
Policy considerations","Portion Size
Eating
Nutrition Policy
Energy Intake
Obesity
Women
Meeting Abstracts
Ethical Theory
Individuality
Caregivers
Family Planning Services
Overweight
Judgment","0.9657
0.5686
0.7198
0.7299
0.8122
0.9896
0.8181
0.6467
0.7463
0.7651
0.6178
0.8136
0.6943"
25459996,H2S2014 in Kyoto: the 3rd International Conference on H2S in Biology and Medicine.,2014-12-03,"About 20 years ago, a pungent gas was found to be the physiological mediator of cognitive function and vascular tone. Since then, studies on hydrogen sulfide (H2S) have uncovered its numerous physiological roles such as protecting various tissues/organs from ischemia and regulating inflammation, cell growth, oxygen sensing, and senescence. These effects of H2S were extensively studied, and some of the corresponding mechanisms were also studied in detail. Previous studies on the synergistic interaction between H2S and nitric oxide (NO) have led to the discovery of several potential signaling molecules. Polysulfides are considerably potent and are one of the most active forms of H2S. H2S has a significant therapeutic potential, which is evident from the large number of novel H2S-donating compounds and substances developed for manipulating endogenous levels of H2S. The Third International Conference on H2S was held in Kyoto in June 2014. One hundred and sixty participants from 21 countries convened in Kyoto to report new advances, discuss conflicting findings, and make plans for future research. This article summarizes each oral presentation presented at the conference.",Animals|Biochemistry|Cell Physiological Phenomena|Humans|Hydrogen Sulfide|Inflammation|Japan|Mice|Nitric Oxide|Signal Transduction|Congresses as Topic,2015,"Hydrogen sulfide (H2S)
Biology
Medicine
Cognitive function
Vascular tone
Ischemia protection
Inflammation regulation
Cell growth
Oxygen sensing
Senescence
Nitric oxide (NO) interaction
Polysulfides
Therapeutic potential
H2S-donating compounds
International Conference on H2S","Hydrogen Sulfide
Biology
Medicine
Cognitive Reserve
Vascular Resistance
Ischemia
Inflammation
Cell Size
Oxygen
Geriatrics
Nitric Oxide
Sulfides
Therapeutics
Boron Compounds
H-2 Antigens","0.7634
1.0000
1.0000
0.8063
0.6284
0.8428
0.7631
0.9723
0.8140
0.6472
0.7583
0.8267
0.6459
0.5708
0.5709"
25450741,Comprehensive summary--Predict-IV: A systems toxicology approach to improve pharmaceutical drug safety testing.,2014-12-03,"This special issue of Toxicology in Vitro is dedicated to disseminating the results of the EU-funded collaborative project ""Profiling the toxicity of new drugs: a non animal-based approach integrating toxicodynamics and biokinetics"" (Predict-IV; Grant 202222). The project's overall aim was to develop strategies to improve the assessment of drug safety in the early stage of development and late discovery phase, by an intelligent combination of non animal-based test systems, cell biology, mechanistic toxicology and in silico modeling, in a rapid and cost effective manner. This overview introduces the scope and overall achievements of Predict-IV.","Animals|Cell Culture Techniques|Drug Discovery|Drug-Related Side Effects and Adverse Reactions|European Union|Humans|Models, Biological|No-Observed-Adverse-Effect Level|Pharmaceutical Preparations|Systems Biology|Toxicity Tests|Toxicology",2016,"Systems toxicology
Pharmaceutical drug safety testing
Non animal-based approach
Toxicodynamics
Biokinetics
Early stage drug development
In silico modeling
Cost effective
Rapid assessment
Predict-IV project","Toxicology
Pharmaceutical Services
Animal Testing Alternatives
Toxicokinetics
Pharmacokinetics
Drug Evaluation, Preclinical
Linear Models
Direct Service Costs
Needs Assessment
Tertiary Prevention","0.6649
0.6406
0.8136
0.8788
0.6552
0.7371
0.6920
0.6868
0.6302
0.5402"
25423669,A novel ABCD1 gene mutation in a Chinese patient with X-linked adrenoleukodystrophy.,2014-11-26,"X-linked adrenoleukodystrophy (X-ALD) (OMIM: 300100) is a recessive neurodegenerative disorder caused by defects in the ABCD1 gene on chromosome Xq28. Childhood cerebral ALD (CCALD) is the most frequent phenotype.
We describe an affected boy who developed normally until he was 8 years old then suffered progressive neurological deficits that ultimately led to death.
Diagnosis was based on clinical symptoms, an abnormal very long chain fatty acid profile in plasma, typical CCALD MRI pattern, and molecular analysis.
Direct sequencing of the ABCD1 gene in this patient identified a novel splicing mutation (IVS1+1G>A) in intron 1, which is considered to be the pathogenic mutation.
We have identified a novel ABCD1 mutation as the likely cause of CCALD in a Chinese patient.","ATP Binding Cassette Transporter, Subfamily D, Member 1|ATP-Binding Cassette Transporters|Adrenoleukodystrophy|Amino Acid Sequence|Animals|Child|China|Genetic Diseases, X-Linked|Humans|Male|Molecular Sequence Data|Mutation|Sequence Homology, Amino Acid",2016,"X-linked adrenoleukodystrophy
ABCD1 gene mutation
Chinese patient
Neurodegenerative disorder
Recessive inheritance
Childhood cerebral ALD
Molecular analysis
Splicing mutation
Intron 1","Adrenoleukodystrophy
BRCA1 Protein
Patient Care
Neurodegenerative Diseases
Genetic Linkage
Child Abuse
Molecular Medicine
Mutation
Heavy Ions","0.7899
0.5613
0.7525
0.8829
0.6886
0.5767
0.8810
0.7328
0.5272"
"25366544
23959999
23200504
25297522
25294366
25270030
25229234
25312350
25211036
25251832
25229387
25294240
25302625
25294743
25205255
25255989
18829521
21102637
25294567
25251730
25186125
25131163
25196558
25212381
23731788
23706900
22647373
22972298","Viruses and disease: emerging concepts for prevention, diagnosis and treatment.",2014-11-05,"Viruses cause a wide range of human diseases, ranging from acute self-resolving conditions to acute fatal diseases. Effects that arise long after the primary infection can also increase the propensity for chronic conditions or lead to the development of cancer. Recent advances in the fields of virology and pathology have been fundamental in improving our understanding of viral pathogenesis, in providing improved vaccination strategies and in developing newer, more effective treatments for patients worldwide. The reviews assembled here focus on the interface between virology and pathology and encompass aspects of both the clinical pathology of viral disease and the underlying disease mechanisms. Articles on emerging diseases caused by Ebola virus, Marburg virus, coronaviruses such as SARS and MERS, Nipah virus and noroviruses are followed by reviews of enteroviruses, HIV infection, measles, mumps, human respiratory syncytial virus (RSV), influenza, cytomegalovirus (CMV) and varicella zoster virus (VZV). The issue concludes with a series of articles reviewing the relationship between viruses and cancer, including the role played by Epstein-Barr virus (EBV) in the pathogenesis of lymphoma and carcinoma; how human papillomaviruses (HPVs) are involved in the development of skin cancer; the involvement of hepatitis B virus infection in hepatocellular carcinoma; and the mechanisms by which Kaposi's sarcoma-associated herpesvirus (KSHV) leads to Kaposi's sarcoma. We hope that this collection of articles will be of interest to a wide range of scientists and clinicians at a time when there is a renaissance in the appreciation of the power of pathology as virologists dissect the processes of disease.","Animals|Cooperative Behavior|Host-Pathogen Interactions|Humans|Interdisciplinary Communication|Pathology, Molecular|Predictive Value of Tests|Prognosis|Risk Factors|Virology|Virulence|Virus Diseases|Viruses",2015,"Viruses
Disease
Prevention
Diagnosis
Treatment
Virology
Pathology
Viral pathogenesis
Vaccination strategies
Treatments
Ebola virus
Marburg virus
Coronaviruses
Nipah virus
Noroviruses","Viruses
Disease
Secondary Prevention
Diagnosis
Death
Virology
Pathology
Viral Load
Vaccination
Play Therapy
Ebola Vaccines
Marburg Virus Disease
Coronaviridae
Nipah Virus
Norovirus","1.0000
1.0000
0.7746
1.0000
0.9823
1.0000
1.0000
0.7256
0.8928
0.6908
0.7585
0.8540
0.7820
0.9813
0.8560"
25355863,The philosophical aspects of hate crime and hate crime legislation: introducing the special section on the philosophy of hate crime.,2014-10-31,"In this introduction to the special symposium on the philosophy of hate crime, we provide an overview of the main philosophical aspects of hate crime and hate crime legislation. We point out that there are two overarching philosophical issues that span over the literature: the Conceptual Question--concerning what hate crime is--and the Normative Question--concerning the status of hate crimes and the justification of hate crime legislation. We also provide brief summaries of the articles in the special section and point to their relations to the broader themes.",Crime|Crime Victims|Hate|Humans,2016,"Philosophical aspects
Hate crime
Hate crime legislation
Conceptual question
Normative question
Status of hate crimes
Justification of hate crime legislation
Special symposium
Philosophy of hate crime","Philosophy
Crime Victims
Criminal Law
Conization
Protestantism
Antitrust Laws
Criminal Law
Meeting Abstracts
Philosophy","0.8849
0.7053
0.7570
0.7037
0.6319
0.5935
0.6575
0.8186
0.6770"
"25354655
25081199
25136342
16778289
25237106
24557836
23845944
24646995
21725296
23235830
23892722
25126089
24377394
23194071
23000207
23443560
23662598
22751529
20238476
14744432
21414484
8637856
24730395
24635132
24749786
24305041
23446850
23284042
11536005
24995908
24673456
24580640
20826457
24611549
25041590
24758196
24533624
13387716
22182804
24860574
25426116",Dying autologous cells as instructors of the immune system.,2014-10-31,"In an organism, cell death occurs at many different sites and in many different forms. It is frequently part of normal development or serves to maintain cell homeostasis. In other cases, cell death not only occurs due to injury, disease or infection, but also as a consequence of various therapeutic interventions. However, in all of these scenarios, the immune system has to react to the dying and dead cells and decide whether to mount an immune response, to remain quiet or to initiate healing and repopulation. This is essential for the organism, testified by many diseases that are associated with malfunctioning in the cell death process, the corpse removal, or the ensuing immune responsiveness. Therefore, dying cells generally have to be considered as instructors of the immune system. How this happens and which signals and pathways contribute to modulate or shape the immune response is still elusive in many conditions. The articles presented in this Special Issue address such open questions. They highlight that the context in which cell death occurs will not only influence the cell death process itself, but also affect the surrounding cellular milieu, how the generation and presence of 'eat me' signals can have an impact on cell clearance, and that the exact nature of the residual 'debris' and how it is processed are fundamental to determining the immunological consequences. Hopefully, these articles initiate new approaches and new experiments to complete our understanding of how cell death and the immune system interact with each other.",Cell Death|Humans|Immune System,2015,"Cell death
Immune system
Instructors
Homeostasis
Therapeutic interventions
Malfunctioning
Corpse removal
Immune responsiveness
Open questions
Context
'Eat me' signals
Cell clearance
Residual debris
Immunological consequences","Cell Size
Immune System
Inventors
Homeostasis
Narrative Therapy
Neuroeffector Junction
Corpse Dismemberment
Immunity
Questionnaires
Nature
Europe
Cell Wall
Radioactive Waste
Immunotherapy","0.9226
0.9478
0.6484
1.0000
0.6999
0.5334
0.6924
0.7342
0.7087
0.5929
0.5431
0.6383
0.5064
0.6903"
25351921,A brief overview of the 33rd Annual STP Symposium on the translational pathology: relevance of toxicologic pathology to human health.,2014-10-30,"The 33rd Society of Toxicologic Pathology's Annual Symposium focused on translational science and the relevance of toxicologic pathology to human health. Toxicologic pathologists work in diverse settings studying changes elicited by pharmacological, chemical, and environmental agents and factors that modify these responses. Regardless of the work setting, society members are dedicated to the integration of toxicologic pathology into hazard identification, risk assessment, and risk communication regarding human and animal exposure to potentially toxic substances. Toxicologic pathologists routinely face not only questions regarding pathological changes related to compound exposure but also questions concerning what translational relevance those lesions and exposures have to a human population or organ system. This symposium provided a basis for the membership to understand the variety of roles the toxicologic pathologist plays in translational science, where our gaps in translational science are, and how we can move forward to better address the challenges in the field translational science in order to continue to positively impact human health.","Animals|Humans|Pathology|Toxicology|Translational Research, Biomedical|Congresses as Topic",2015,"Translational pathology
Toxicologic pathology
Human health
Annual STP Symposium
Hazard identification
Risk assessment
Risk communication
Exposure to toxic substances
Pathological changes
Translational relevance
Toxicologic pathologist roles
Gaps in translational science
Challenges in the field
Positive impact on human health","Transformation, Genetic
Toxicology
Humanities
Meeting Abstracts
Hazard Analysis and Critical Control Points
Risk Assessment
Risk Assessment
Toxic Actions
Pathology
Intergenerational Relations
Operating Room Technicians
Empirical Research
Track and Field
Visible Human Projects","0.6504
0.7981
0.9352
0.6883
0.7244
0.9517
0.7981
0.6591
0.7177
0.6178
0.6113
0.5582
0.5135
0.5629"
25341852,New technological and clinical trends in blood pressure theranostics: is it time to consider a spatio-temporal approach?,2014-10-25,"Blood pressure (BP) is traditionally assessed, for centuries, at the brachial artery by cuff-based sphygmomanometric techniques. Technological and methodological innovations as well as emerging new findings from clinical studies and trials now provoke a re-consideration of traditional strategies for BP management. The existing knowledge regarding the occurring changes of BP over time (temporal variability) and the evident differences of BP levels between central and peripheral arteries (spatial variability) now pilots the progress in current therapeutic and diagnostic (""theranostic"") concepts and practices in hypertension. This special issue of Current Pharmaceutical Design covers current and intriguing topics regarding the technological, physiological, diagnostic, therapeutic and prognostic aspects of ""spatio-temporal"" assessment of BP variations. Moreover an in-depth analysis of other topics such as antihypertensive drugs metabolism and polypharmacy at the elderly are included.",Blood Pressure|Humans|Hypertension,2015,"Blood pressure
Theranostics
Technological trends
Clinical trends
Spatio-temporal approach
BP management
Temporal variability
Spatial variability
Hypertension
Antihypertensive drugs
Metabolism
Polypharmacy
Elderly
Diagnostic practices
Prognostic aspects","Blood Pressure
Differential Thermal Analysis
Technology
Survival Rate
Spatio-Temporal Analysis
Blood Pressure Monitors
Time Factors
Spatial Analysis
Hypertension
Antihypertensive Agents
Metabolism
Polypharmacy
Geriatrics
Diagnostic Services
Prognosis","0.9632
0.5804
0.6336
0.6506
0.7514
0.6296
0.5336
0.7162
1.0000
0.8680
1.0000
1.0000
0.7375
0.7624
0.7610"
25339595,Translating human biology (introduction to special issue).,2014-10-24,"Introducing a special issue on ""Translating Human Biology,"" we pose two basic questions: Is human biology addressing the most critical challenges facing our species? How can the processes of translating our science be improved and innovated?
We analyze articles published in American Journal of Human Biology from 2004-2013, and find there is very little human biological consideration of issues related to most of the core human challenges such as water, energy, environmental degradation, or conflict. There is some focus on disease, and considerable focus on food/nutrition. We then introduce this special volume with reference to the following articles that provide exemplars for the process of how translation and concern for broader context and impacts can be integrated into research.
Human biology has significant unmet potential to engage more fully in translation for the public good, through consideration of the topics we focus on, the processes of doing our science, and the way we present our domain expertise.",Anthropology|Humans|Information Dissemination|Research Design,2015,"Translation
Human Biology
Special Issue
Critical Challenges
Species
Science Processes
Innovation
American Journal of Human Biology
Water
Energy
Environmental Degradation
Conflict
Disease
Food/Nutrition
Public Good","Jordan
Cell Biology
Journal Article
Critical Pathways
Species Specificity
Science
Peer Review, Research
Cell Biology
Water
Energy Intake
Deer
Conflict of Interest
Disease
Nutrition Policy
Public Assistance","0.8079
0.8593
0.6820
0.6993
0.7818
0.7152
0.6050
0.7687
1.0000
0.7610
0.6119
0.6733
1.0000
0.8243
0.7227"
